size,VertexIndex,X_mean,X_std,X_min,X_max,Y_mean,Y_std,Y_min,Y_max,Z_mean,Z_std,Z_min,Z_max,Std_Combined
L,50,-0.14265791638330977,0.003693350738966537,-0.1498960256576538,-0.1330859959125518,-0.03788207286799491,0.005258899144550236,-0.0482919998466968,-0.0264090001583099,0.030875263701785647,0.001422385912824885,0.0267999991774559,0.0340569987893104,0.006581796227366702
L,51,-0.1428790994665839,0.004065658106738342,-0.1508760154247284,-0.132542997598648,-0.03851903656666924,0.005179667196253839,-0.048650998622179,-0.027623001486063,0.04389700930226928,0.0015505519947681232,0.0392110012471675,0.0469499975442886,0.006764816301520294
L,52,-0.26980985457246953,0.007523198150533739,-0.2850149869918823,-0.2508410215377807,-0.04667504565282297,0.003213972406080608,-0.0548229999840259,-0.0407559983432292,0.10917076346549116,0.0065424504024680025,0.0934780016541481,0.1222719997167587,0.010475294091718646
L,53,-0.26225891831246284,0.006749400915651526,-0.2759240269660949,-0.2454140037298202,-0.0421944546767256,0.0029903444388901445,-0.0494549982249736,-0.0368020012974739,0.10403440052812744,0.006239312224002669,0.0890620052814483,0.116467997431755,0.009665691367511588
L,54,-0.07367013530297709,0.0023950596502327567,-0.0782209932804107,-0.0675019919872284,-0.031922872872515114,0.0036236850530195226,-0.03923299908638,-0.0240100026130676,0.02493044524030247,0.0011090576616721924,0.0215729996562004,0.0277839973568916,0.004483013828727718
L,55,-0.07330458055843003,0.0021630580608727177,-0.0774840116500854,-0.0677050054073333,-0.022163045524873463,0.0028537990724571195,-0.0279869996011257,-0.0158120021224021,0.014121845635500768,0.0015264110147996427,0.0101209953427314,0.0177249982953071,0.0038926751607044263
L,56,-0.09770767092704769,0.0025339638977210977,-0.1026750206947326,-0.0910950005054473,-0.024804500084031664,0.003388939184453444,-0.0315800011157989,-0.0170220006257295,0.014314372566613238,0.0018365914335909028,0.0099570006132125,0.0183150023221969,0.004612911220131746
L,57,-0.0978814076293598,0.0028193316052152243,-0.1032899916172027,-0.0905860066413879,-0.033549463833597526,0.004132352947607595,-0.041763000190258,-0.0242899991571903,0.025752354277805797,0.0012857890091133002,0.0220599994063377,0.0286269932985305,0.005165096800614989
L,58,-0.1338519445874474,0.002932421175558741,-0.1399800181388855,-0.1263009905815124,0.0036300725896249637,0.0022890731799727576,-0.0018760003149509,0.0092649981379508,-0.00020396370779383324,0.0032535442474690224,-0.0069009959697723,0.0067640021443367,0.004942114946495545
L,59,-0.15421261895786628,0.0034490070313138365,-0.1613710224628448,-0.1452490091323852,-0.008562300151044621,0.0032650375089379622,-0.0158399976789951,-0.0005839988589286,0.0018247452649203016,0.0037776371869014265,-0.0060110017657279,0.0096260011196136,0.006068497520200912
L,60,-0.14791625440120693,0.0032385755140159804,-0.1545320153236389,-0.1394259929656982,-0.02168705471875988,0.003901186580547939,-0.0300149992108345,-0.0122699998319149,0.008444372496821614,0.0033006683720348314,0.0015700012445449,0.0152649953961372,0.006049961966688903
L,61,-0.12537379129366438,0.0027573873862806494,-0.1309650242328643,-0.118162989616394,-0.016064027476717074,0.003156950425114216,-0.0228769984096288,-0.00844900123775,0.005693227662281508,0.00285059539843915,-6.999820470809937e-05,0.011690005660057,0.005069064539957142
L,62,-0.23321918059479102,0.00530384792193094,-0.2441300153732299,-0.2196200042963028,-0.05316017287021329,0.00391796920302876,-0.0617559999227523,-0.0455090031027793,0.03799373629418282,0.001592273755942298,0.0331460013985633,0.0415369980037212,0.006783555201272822
L,63,-0.22254679920998482,0.004938870177825994,-0.2326990067958831,-0.2099149972200393,-0.0469869455830617,0.004047647606352399,-0.0555259995162487,-0.0386269986629486,0.0366379363292997,0.0015645460984088147,0.0318429991602897,0.0401649996638298,0.0065744729273665365
L,64,-0.23297497250817037,0.005339756302841042,-0.2439680099487304,-0.2192600071430206,-0.04864261827685612,0.004101874714733885,-0.0574219971895217,-0.0406110025942325,0.028383018076419783,0.0025072059982618505,0.0219580009579658,0.0334369987249374,0.007185016038035269
L,65,-0.1832956704226407,0.004674024482989769,-0.1924520134925842,-0.1714729964733123,-0.03676170002330429,0.00433852688175708,-0.0453379973769187,-0.0274010002613067,0.052907227250662665,0.002345569438880765,0.0462060011923313,0.0578650012612342,0.00679492578060482
L,66,-0.1639982619068839,0.004413099168353974,-0.1725490093231201,-0.1528150141239166,-0.037643454714932176,0.004785385364968732,-0.0471339970827102,-0.0274240002036094,0.04804197278889738,0.0019181989746756077,0.0423670001327991,0.0520260035991668,0.006786371981215737
L,67,-0.25280396193265914,0.006132942385510415,-0.2652600109577179,-0.2371190041303634,-0.06266947300596666,0.003474575045379879,-0.0706180036067962,-0.0561389997601509,0.06924650008705524,0.002736094253887794,0.0619310028851032,0.0747079998254776,0.0075612079601161996
L,68,-0.248422244597565,0.005845240848245513,-0.2603690028190613,-0.2333379983901977,-0.06607875464992084,0.0036207382292107147,-0.0742579996585846,-0.0591770038008689,0.052467336268587496,0.0015319952053845039,0.0486680045723915,0.0549080036580562,0.007044401692676744
L,69,-0.2570478996092623,0.006308954000956945,-0.2699620127677917,-0.2406180053949356,-0.0716942004859447,0.0037537728848237683,-0.0804219990968704,-0.064637005329132,0.054442309046333445,0.0014579973485999297,0.0507959984242916,0.0568339973688125,0.007484615402647835
L,70,-0.2612013805996288,0.006655804664827694,-0.2746040225028991,-0.2440119981765747,-0.06759932765906504,0.0036500698967112002,-0.0762559995055198,-0.0608099997043609,0.07272749990224833,0.002746612362883948,0.0654440000653266,0.0781999975442886,0.008072584806563901
L,71,-0.2469021539796482,0.005714565641491773,-0.2586179971694946,-0.2320960015058517,-0.06549134555865414,0.0037613400470364313,-0.0739279985427856,-0.058228999376297,0.038197908956896134,0.0017231417371745732,0.0331420004367828,0.042104996740818,0.007055009345617575
L,72,-0.2557124364105138,0.006129807826655479,-0.2684080004692077,-0.2396810054779052,-0.0712354187260974,0.003832610034748198,-0.0799949988722801,-0.0639630034565925,0.0381936729970303,0.001793699609161863,0.0331050008535385,0.0422709994018077,0.007448543613223109
L,73,-0.11625894443555307,0.0028869367540523276,-0.1221430003643035,-0.1095580160617828,0.05403327281502155,0.0016259785303622085,0.0499060004949569,0.0575869977474212,0.07547470920465205,0.0037486667347152044,0.0651409998536109,0.0842510014772415,0.005003070286439857
L,74,-0.09199252697554497,0.0024464023761305545,-0.0969670116901397,-0.0863900184631347,0.05105055438523938,0.0014396302197699712,0.0474580004811286,0.0546059980988502,0.07529246346517038,0.0033909698178121784,0.0660610049962997,0.0832550004124641,0.0044222274999060505
L,75,-0.11586751883680166,0.0026109462527384108,-0.1213210225105285,-0.1098679900169372,0.06026999984275206,0.0017626153444022874,0.0558120012283325,0.0644550025463104,0.057373845475641116,0.002854760313888133,0.0488560013473033,0.0642939954996109,0.004251295054070209
L,76,-0.09105863598260008,0.0021463256905860815,-0.0955580174922943,-0.0861600041389465,0.056566372683102384,0.0017064042344104341,0.0524149984121322,0.0607810020446777,0.05742322724651202,0.00253217692052283,0.0498350001871585,0.0636100023984909,0.0037323517168284344
L,77,-0.1954596075144681,0.00482576833414014,-0.2053960263729095,-0.1837359964847564,0.03786575438624074,0.0015414011325146789,0.0342390015721321,0.0410800017416477,0.11238470030101859,0.007502866848098079,0.0945959985256195,0.1275099962949752,0.009053008804060474
L,78,-0.19928739883682942,0.004359149170391344,-0.2082280218601226,-0.189065009355545,0.05804110023785716,0.001845186840727026,0.0533739998936653,0.0622150003910064,0.10430450019511305,0.005599038588133986,0.0909420028328895,0.1159299984574318,0.007331857137064875
L,79,-0.18135094507174054,0.00410152400651951,-0.1898220181465149,-0.1716760098934173,0.05420981838621872,0.0017038637689057734,0.0502910017967224,0.0575050041079521,0.09944159977815363,0.005639146940847328,0.0853340029716491,0.1113760024309158,0.007178135491860921
L,80,-0.17851320911537513,0.004548318091304968,-0.1877360045909881,-0.1675209999084472,0.0351159633221951,0.0014579243458069891,0.0316869989037513,0.0380729995667934,0.1084721906618638,0.007159344263915486,0.0910020023584365,0.1233659982681274,0.00860633203792698
L,81,-0.2067552711475979,0.004351528251020857,-0.2157840132713318,-0.1960459947586059,0.03533817289227784,0.0013248207187933324,0.0316129997372627,0.0380439981818199,-0.00032409998503597775,0.0034993957462453452,-0.0076370015740394,0.0066469982266426,0.005739052068522879
L,82,-0.19432195357301016,0.004017080829674509,-0.2027750015258789,-0.1844879984855651,0.04047407267445863,0.0013130444851905114,0.0368900001049041,0.0430410020053386,0.0019081818786534216,0.0033626501596956573,-0.0050949975848197,0.0088590011000633,0.005400781453524007
L,83,-0.19784299893812696,0.003996136102375844,-0.2062489986419677,-0.1882280111312866,0.05036461851136246,0.0013950373023648573,0.0470510050654411,0.0533139966428279,0.0059975541450760055,0.0028831521039273857,3.900378942489624e-05,0.0118249952793121,0.005121308317030125
L,84,-0.2100111815062436,0.0042877469775092145,-0.2188830077648162,-0.1996340155601501,0.04686139981177715,0.001384406489470178,0.0433130040764808,0.0497169978916645,0.0033313001421364503,0.0029568781218558653,-0.002870999276638,0.0091339945793151,0.005389293432235474
L,85,-0.08871226392009038,0.0018862038246424504,-0.0929529964923858,-0.0843690037727356,0.05441531779413868,0.0017458980897949784,0.0505400002002716,0.058626003563404,0.03926204520870334,0.0017465755705729058,0.033448003232479,0.04356399923563,0.0031074831024106363
L,86,-0.1148259357972578,0.00254214352028784,-0.1202529966831207,-0.1088590025901794,0.05932262726128097,0.00168985516921528,0.0552670024335384,0.0636940002441406,0.03764149102975017,0.002005386860262748,0.0309560000896453,0.0424299985170364,0.0036523527526759426
L,87,-0.11141593591733409,0.0022079973912971767,-0.1164470016956329,-0.1061320006847381,0.048513236337087325,0.001295420847701445,0.0452989973127841,0.0517359972000122,0.021079845387827218,0.0016570370912163857,0.0162499994039535,0.0246910005807876,0.0030494490607815583
L,88,-0.08500986099243159,0.0016439687428735437,-0.0890100002288818,-0.0811630189418792,0.045920581404458344,0.0013167871220227329,0.043004997074604,0.0491510033607482,0.023424481735988052,0.0012927782521462677,0.0194090008735656,0.0262000039219856,0.0024714038847368698
L,89,-0.12431228973648761,0.0039159081773739845,-0.1321260035037994,-0.114529013633728,-0.03443443656645033,0.005182651671924598,-0.0444029979407787,-0.0236710011959075,0.05546792715110557,0.0026116412133377082,0.0483120009303092,0.0609990023076534,0.0070010631359338086
L,90,-0.12788203494115305,0.00404578602417833,-0.1359640061855316,-0.1178750097751617,-0.027336363849992055,0.004765217862494251,-0.0366420000791549,-0.0172900017350912,0.07034841775894161,0.004261693878329647,0.059578001499176,0.0791919976472854,0.007565561482339785
L,91,-0.10521780089898539,0.0036396691408744943,-0.1125400066375732,-0.0962499976158142,-0.02926576381379903,0.0046923434299147035,-0.0382580012083053,-0.0193840023130178,0.06867224557155908,0.0037139178984341723,0.0594410002231597,0.0763809978961944,0.00700417478905313
L,92,-0.10253977992317888,0.0034476611755820874,-0.1094380021095275,-0.0939520001411438,-0.03512244549664579,0.004997408029950936,-0.0448319986462593,-0.0247480012476444,0.05380093624646009,0.0022274767577443936,0.0476920008659362,0.0585459992289543,0.006467001415318047
L,93,-0.0790030801838094,0.0029236128917892357,-0.084881991147995,-0.0717020034790039,-0.03711323650045824,0.004682244645779667,-0.0462529994547367,-0.0272640027105808,0.05236087272113015,0.0019111546066388704,0.0471600033342838,0.0564550012350082,0.0058415271286236066
L,94,-0.07597496238621794,0.0026274948310275824,-0.0811569988727569,-0.0692810118198394,-0.037517554719339666,0.004278622755625554,-0.045984998345375,-0.0284140016883611,0.03802307251502162,0.0010103010597823543,0.0351500026881694,0.0398209989070892,0.005121625718795822
L,95,-0.09993371692570768,0.0031485595371178524,-0.1061429977416992,-0.0919429957866668,-0.03696147298271001,0.004772652685593708,-0.0463839992880821,-0.0267629995942115,0.0392837636172771,0.001142631095467292,0.035945001989603,0.0414120033383369,0.005830715791085123
L,96,-0.07480587038126854,0.0019720689507833687,-0.0788590013980865,-0.0697010159492492,-0.00864123651249837,0.0020068308154650738,-0.0128029994666576,-0.0042310021817684,0.006506563587622158,0.0016938356458359313,0.0022899955511093,0.010404996573925,0.003284129270240204
L,97,-0.07711343467235561,0.0017816509306499135,-0.0810989737510681,-0.0725330114364624,0.005982700058005023,0.0012210197157075007,0.0028590001165866,0.0086630024015903,0.003419017791748,0.0016372645855924572,-0.0005400031805038,0.0071399956941604,0.0027103144666380265
L,98,-0.10349132635376665,0.0022717156345870553,-0.1083569824695587,-0.0976540148258209,0.005286754396828687,0.0017484812398799877,0.0010490007698535,0.0094139985740184,0.0017245361073450361,0.0022280063674460556,-0.003379002213478,0.0067090019583702,0.003630687392770093
L,99,-0.0997215019031004,0.0022919899820594987,-0.104354977607727,-0.0937600135803222,-0.01224459108303889,0.0025814441229836116,-0.0176189988851547,-0.0062450002878904,0.005979291146451724,0.0021463693641803447,0.0012499988079071,0.0106449946761131,0.004064969038681558
L,100,-0.08219470869411116,0.0014937710516545477,-0.0859510004520416,-0.0785730183124542,0.033905863829634356,0.0008081897823456835,0.0323089994490146,0.0356620028614997,0.011503063548694906,0.0012609037034545787,0.0079789981245994,0.0142640024423599,0.0021152779553606114
L,101,-0.10752912678501818,0.002035066834498661,-0.1122229993343353,-0.1024990081787109,0.03487452691928902,0.0009465254770489722,0.0329389981925487,0.0367330014705657,0.009348518130454104,0.001596520320477227,0.0048759952187538,0.0129460021853446,0.0027543210839108597
L,102,-0.1052718270908702,0.002097115628165656,-0.1099629998207092,-0.0999740064144134,0.020330245318737852,0.0008659488318526383,0.017654001712799,0.0224240012466907,0.0029977727342735136,0.0019400497287477773,-0.0017790049314498,0.007261998951435,0.0029852226528850247
L,103,-0.0795383366671475,0.0015479083638349268,-0.0832870006561279,-0.0756430029869079,0.019693372466347385,0.0006649658124261059,0.0175769999623298,0.0212449990212917,0.004896000163121606,0.0014632382617756755,0.0012789964675903,0.0080730020999908,0.0022314269078887463
L,104,-0.08563242663036688,0.0031539847248836903,-0.0919499993324279,-0.0780050158500671,-0.011654027415947432,0.0023724998157707232,-0.0167209990322589,-0.006080999970436,0.09363797273148185,0.004981086063322152,0.0821119993925094,0.1042480021715164,0.006355123396980892
L,105,-0.08376602611758488,0.0031996075338951015,-0.0902349948883056,-0.0759679973125457,-0.023557918213985136,0.003610509030867297,-0.0303799994289875,-0.0157320015132427,0.0816857360980727,0.00429439738288379,0.0716570019721984,0.0906110033392906,0.006458723768288263
